id,name,display_name,partisan,internal,url,classification,notes
553,Capitol Weekly,,NA,NA,https://capitolweekly.net/,local media,NA
554,KMOV-TV,,NA,NA,https://www.kmov.com/,local media,NA
555,Campaign for the Moderate Majority,,DEM,NA,NA,PAC,NA
556,Society for Human Resource Management,,NA,NA,https://www.shrm.org/,501(c)(6),NA
558,TCPalm.com,,NA,NA,https://www.tcpalm.com/,local media,NA
559,NJ Democratic Assembly,,DEM,NA,NA,NA,NA
560,Alliance for a Better Minnesota,,DEM,NA,https://abetterminnesota.org/,NA,NA
561,Change Congress,,NA,NA,NA,NA,NA
562,Howey Politics Indiana,,NA,NA,https://stateaffairs.com/author/howey-politics-indiana/,local media,NA
564,WTHR Channel 13,,NA,NA,https://www.wthr.com/,local media,NA
566,Fox 29 Philadelphia WTXF,,NA,NA,https://www.fox29.com/,local media,NA
568,Essence,,NA,NA,NA,NA,NA
571,Al Jazeera America,,NA,NA,https://www.aljazeera.com/us-canada/,national media,NA
574,Pew,,NA,NA,https://www.pewresearch.org/,research institution,NA
576,CNBC,,NA,NA,https://www.cnbc.com/,national media,NA
579,Cook Political Report,,NA,NA,https://www.cookpolitical.com/,national media,NA
582,Southern California News Group,,NA,NA,https://socalnewsgroup.com/,local media,NA
583,KABC-TV (California),,NA,NA,https://abc7.com/,local media,NA
585,High Point University,,NA,NA,https://www.highpoint.edu/,research institution,NA
591,Fox 12,,NA,NA,https://www.kptv.com/,local media,NA
599,NM Political Report,,NA,NA,https://nmpoliticalreport.com/,local media,NA
600,KPLC,,NA,NA,https://www.kplctv.com/,local media,NA
603,Hoover Institution,,NA,NA,https://www.hoover.org/,research institution,NA
607,OnSight Public Affiars,,NA,NA,http://onsightpublicaffairs.com/,consulting company,NA
613,Mediacom,,NA,NA,https://mediacomcable.com/,media company,NA
614,The Guardian,,NA,NA,https://www.theguardian.com/us,national media,NA
615,Kansas Health Foundation,,NA,NA,https://kansashealth.org/,501(c)(3),NA
617,Constitutional Responsibility Project,,DEM,NA,https://web.archive.org/web/20170329142956/http://constitutionalresponsibility.org/,501(c)(4),NA
618,Northwest Progressive Institute,,DEM,NA,https://www.nwprogressive.org/,local media,NA
623,Senate Leadership Fund PAC,,REP,NA,https://www.senateleadershipfund.org/,super PAC,NA
626,WA Realtor,,NA,NA,https://www.warealtor.org/,corporation,NA
627,Energy Independent Vermont,,NA,NA,https://www.energyindependentvt.org/,lobbying group,NA
628,Just Win Strategies,,NA,NA,http://www.justwinstrategies.com/,consulting company,NA
629,Babbage Cofounder,,NA,NA,https://www.babbagecofounder.com/,lobbying group,NA
635,Make Louisiana Proud PAC,,REP,NA,https://www.opensecrets.org/political-action-committees-pacs/make-louisiana-proud/C00580357/summary/2016,super PAC,NA
636,Topeka Capital-Journal,,NA,NA,https://www.cjonline.com/,local media,NA
637,University of Delaware,,NA,NA,https://www.udel.edu/,research institution,NA
640,KTNV-TV 13,,NA,NA,https://www.ktnv.com/,local media,NA
641,Kansas Newspapers,,NA,NA,NA,local media,NA
643,KSDK-TV St. Louis,,NA,NA,https://www.ksdk.com/,local media,NA
645,New Hampshire Journal,,NA,NA,https://nhjournal.com/,local media,NA
646,Delaware News Journal,,NA,NA,https://www.delawareonline.com/,local media,NA
647,Michigan Association of Health Plans,,NA,NA,https://www.mahp.org/,501(c)(6),NA
649,UPI,,NA,NA,https://www.upi.com/,national media,NA
653,Independent Voices for Illinois,,REP,NA,https://docquery.fec.gov/cgi-bin/fecimg/?C00572743,super PAC,NA
655,Atlanta Journal-Constitution,,NA,NA,https://www.ajc.com/,local media,NA
656,WHTM-TV,,NA,NA,https://www.abc27.com/,local media,NA
657,ABC27 News,,NA,NA,https://www.abc27.com/,local media,NA
661,End Spending Action Fund,,REP,NA,https://ballotpedia.org/ESAFund,super PAC,NA
664,Protect Missouri Families,,DEM,NA,https://www.protectmofamilies.com/,PAC,NA
668,National Employment Law Project Action Fund,,DEM,NA,https://nelpaction.org/,lobbying group,NA
671,Let America Work,,REP,NA,https://letamericawork.com/,super PAC,NA
674,Democrats For Education Reform,,DEM,NA,https://dfer.org/,PAC,NA
676,USC Dornsife/LA Times,,NA,NA,https://dornsife.usc.edu/usc-dornsife-los-angeles-times-poll-news/,national media,NA
677,Simpson College,,NA,NA,https://simpson.edu/,research institution,NA
679,South Carolina Republican Party,,REP,TRUE,https://sc.gop/,party committee,NA
680,Colby College,,NA,NA,https://www.colby.edu/,research institution,NA
681,End Citizens United,,DEM,NA,https://endcitizensunited.org/,PAC,NA
682,University of Mary Washington CLMS,,NA,NA,https://www.umw.edu/,research institution,NA
683,WLNS TV 6,,NA,NA,https://www.wlns.com/,local media,NA
684,WOOD TV 8,,NA,NA,https://www.woodtv.com/,local media,NA
685,WJRT (ABC) TV 12,,NA,NA,https://www.abc12.com/,local media,NA
686,Rebuilding America Now PAC,,REP,NA,https://docquery.fec.gov/cgi-bin/fecimg/?C00618876,super PAC,NA
687,EDF Action,,DEM,NA,https://www.edfaction.org/,501(c)(4),NA
689,No on 64 Committee,,NA,NA,https://web.archive.org/web/20161028222314/https://noon64.net/,other political entity,NA
691,UC Berkeley's Institute of Governmental Studies/Field Poll,,NA,NA,https://igs.berkeley.edu/research/berkeley-igs-poll,research institution,NA
697,Sarah T. Hughes Field Politics Center,,NA,NA,https://www.goucher.edu/hughes-center/,research institution,NA
701,West Virginia GOP,,REP,TRUE,https://wvgop.org/,party committee,NA
706,Missouri Times,,NA,NA,https://themissouritimes.com/,local media,NA
707,College of William and Mary,,NA,NA,https://www.wm.edu/,research institution,NA
710,Governmental Consultant Services,,NA,NA,https://www.gcsionline.com/,lobbying group,NA
712,Vote Vets Action Fund,,DEM,NA,https://votevets.org/,other political entity,NA
713,University of Nevada Las Vegas,,NA,NA,https://www.unlv.edu/,research institution,NA
715,KOB-TV (Albuquerque),,NA,NA,https://www.kob.com/,local media,NA
716,Ohio Education Association,,NA,NA,https://www.ohea.org/,union,NA
717,KOMO News,,NA,NA,https://komonews.com/,local media,NA
835,KLAS-TV Las Vegas,,NA,NA,https://www.8newsnow.com/,local media,NA
718,Save the Children Action Network,,NA,NA,https://savethechildrenactionnetwork.org/,501(c)(4),NA
721,Clearview Research,,NA,NA,http://www.clearviewresearch.com/,consulting company,NA
726,Data Targeting,,NA,NA,https://www.datatargeting.com/,consulting company,NA
729,WFAA-TV,,NA,NA,https://www.wfaa.com/,local media,NA
730,Alaska Dispatch News,,NA,NA,https://www.adn.com/,local media,NA
733,Alaska Democratic Party,,DEM,TRUE,https://alaskademocrats.org/,party committee,NA
736,Heat Street,,NA,NA,https://web.archive.org/web/20160608045135/http://heatst.com/,national media,NA
740,zpolitics,,NA,NA,https://web.archive.org/web/20170601121421/https://www.zpolitics.com/,national media,NA
741,Virginia Chamber of Commerce,,NA,NA,https://vachamber.com/,501(c)(6),NA
742,Cronkite News,,NA,NA,https://cronkitenews.azpbs.org/,local media,NA
743,The Arizona Republic,,NA,NA,https://www.azcentral.com/,local media,NA
747,Auto Alliance,,NA,NA,https://twitter.com/auto_alliance,lobbying group,NA
748,Entertainment Software Association,,NA,NA,https://www.theesa.com/,501(c)(6),NA
749,Ball State University,,NA,NA,https://www.bsu.edu/,research institution,NA
750,Wish-TV,,NA,NA,https://www.wishtv.com/,local media,NA
751,Axiom Strategies,,NA,NA,https://axiomstrategies.com/,consulting company,NA
752,WCAX,,NA,NA,https://www.wcax.com/,local media,NA
754,KCTS9,,NA,NA,https://www.kcts9.org/,local media,NA
755,Crosscut,,NA,NA,https://crosscut.com/,local media,NA
756,Austin American-Statesman,,NA,NA,https://www.statesman.com/,local media,NA
758,Marketplace,,NA,NA,https://www.marketplace.org/,national media,NA
760,George Mason University,,NA,NA,https://www.gmu.edu/,research institution,NA
761,WNYT-TV,,NA,NA,https://wnyt.com/,local media,NA
762,Congressional Leadership Fund,,REP,NA,https://congressionalleadershipfund.org/,super PAC,NA
763,Harvard CAPS,,NA,NA,https://caps.gov.harvard.edu/,research institution,NA
764,The Orlando Political Observer,,NA,NA,https://orlando-politics.com/,local media,NA
765,PBS NewsHour,,NA,NA,https://www.pbs.org/newshour/,national media,NA
766,iMediaEthics,,NA,NA,https://www.imediaethics.org/,501(c)(3),NA
770,Bold Media Marketing,,NA,NA,https://pickbold.com/,consulting company,NA
771,The Times-Picayune,,NA,NA,https://www.nola.com/,local media,NA
772,Priorities USA,,DEM,NA,https://priorities.org/,hybrid PAC,NA
774,Pfizer,,NA,NA,https://www.pfizer.com/,corporation,NA
776,Big League Politics,,NA,NA,https://bigleaguepolitics.com/,national media,NA
778,Decision Desk HQ,,NA,NA,https://decisiondeskhq.com/,national media,NA
779,Rampart PAC,,REP,NA,https://www.opensecrets.org/political-action-committees-pacs/rampart-pac/C00602896/summary/2016,super PAC,NA
780,WBRC-TV,,NA,NA,https://www.wbrc.com/,local media,NA
782,Vice News,,NA,NA,https://www.vice.com/en/section/news,national media,NA
783,45 Committee,,REP,NA,https://45committee.com/,PAC,NA
784,ConservAmerica,,REP,NA,https://www.conservamerica.org/,501(c)(3),NA
786,Women's Voices Women Vote Action Fund,,DEM,NA,https://www.wvwvaf.org/,other political entity,NA
788,Axios,,NA,NA,https://www.axios.com/,national media,NA
789,SMART Transportation Division,,DEM,NA,https://www.smart-local.org/smart-transportation-division,union,NA
790,SocialSecurityWorks,,DEM,NA,https://socialsecurityworks.org/,PAC,NA
791,Human Rights Campaign,,DEM,NA,https://www.hrc.org/,501(c)(4),NA
792,Food Policy Action,,DEM,NA,https://web.archive.org/web/20201107232500/https://foodpolicyaction.org/,501(c)(4),NA
797,314 PAC,,DEM,NA,http://web.archive.org/web/20141009200326/http://www.314pac.com/,super PAC,NA
799,FreedomWorks for America,,REP,NA,https://www.freedomworks.org/about/about-freedomworks,super PAC,NA
801,MIRS News Service,,NA,NA,https://mirs.news/home#,local media,NA
804,San Diego Union-Tribune,,NA,NA,https://www.sandiegouniontribune.com/,local media,NA
808,YG Action,,REP,NA,https://docquery.fec.gov/cgi-bin/fecimg/?C00504761,super PAC,NA
813,Omaha World-Herald,,NA,NA,https://omaha.com/,local media,NA
824,Center Forward,,DEM,NA,https://center-forward.org/,PAC,NA
829,WGRZ-TV,,NA,NA,https://www.wgrz.com/,local media,NA
830,Buffalo News,,NA,NA,https://buffalonews.com/,local media,NA
831,Lee Enterprises,,NA,NA,https://lee.net/markets/,media company,NA
838,WGN,,NA,NA,https://wgntv.com/,local media,NA
840,KING TV (Seattle),,NA,NA,https://www.king5.com/,local media,NA
842,Friends of Democracy,,DEM,NA,https://www.fec.gov/data/committee/C00520080/,hybrid PAC,NA
844,University of San Diego,,NA,NA,https://www.sandiego.edu/,research institution,NA
847,WPTV,,NA,NA,https://www.wptv.com/,local media,NA
848,FL Democracy 2012,,NA,NA,https://web.archive.org/web/20111105033858/http://fldemocracy2012.com/,local media,NA
858,Virginian-Pilot,,NA,NA,https://www.pilotonline.com/,local media,NA
859,WVEC-TV,,NA,NA,https://www.13newsnow.com/,local media,NA
879,New York State AFL-CIO,,DEM,NA,https://nysaflcio.org/,union,NA
882,Michigan League of Conservation Voters,,DEM,NA,https://michiganlcv.org/,501(c)(4),NA
884,Sierra Club,,DEM,NA,https://www.sierraclub.org/,501(c)(4),NA
915,Forum Communications,,NA,NA,https://www.forumcomm.com/,local media,NA
918,DEM (internal),,DEM,TRUE,NA,other,NA
920,REP (internal),,REP,TRUE,NA,other,NA
922,Change Media,,NA,NA,https://changemediagroup.com/,consulting company,NA
925,Ocean Champions,,DEM,NA,http://www.oceanchampions.org/,501(c)(4),NA
927,Northstar Campaign Systems,,NA,NA,http://www.northstarcampaigns.com/,consulting company,NA
932,CREDO Action,,DEM,NA,https://credoaction.com/,501(c)(4),NA
934,Tulane,,NA,NA,https://tulane.edu/,research institution,NA
938,New York State Republican Party,,REP,TRUE,https://nygop.org/,party committee,NA
939,Maryland USA PA,,REP,NA,https://docquery.fec.gov/cgi-bin/fecimg/?C00581777,super PAC,NA
940,Young Guns,,REP,NA,NA,super PAC,NA
942,1984 Society,,NA,NA,NA,501(c)(4),NA
943,Oregon Public Broadcasting,,NA,NA,https://www.opb.org/,local media,NA
944,The Nevada Independent,,NA,NA,https://thenevadaindependent.com/,local media,NA
945,West Virginia MetroNews,,NA,NA,https://wvmetronews.com/,local media,NA
946,Protect Our Care,,DEM,NA,https://www.protectourcare.org/,501(c)(4),NA
947,Valley News Live,,NA,NA,https://www.valleynewslive.com/,local media,NA
948,Health Care Voter,,DEM,NA,https://healthcarevoter.org/,501(c)(4),NA
950,York Daily Record,,NA,NA,https://www.ydr.com/,local media,NA
951,SEIU Colorado Small Donor Committee,,DEM,NA,https://tracer.sos.colorado.gov/PublicSite/SearchPages/CandidateDetail.aspx?SeqID=13276,union,NA
953,Utah Policy,,NA,NA,https://utahpolicy.com/,local media,NA
955,Colorado Democratic Party,,DEM,TRUE,https://coloradodems.org/,party committee,NA
956,Texans for Lawsuit Reform PAC,,REP,NA,https://tlrpac.org/,PAC,NA
958,Idaho Voices for Change Now,,DEM,NA,NA,PAC,NA
960,The Hill,,NA,NA,https://thehill.com/,national media,NA
961,Speak Out Central New York,,DEM,NA,https://www.speakoutcny.org/,501(c)(4),NA
962,Tennessee Star,,NA,NA,https://tennesseestar.com/,local media,NA
963,Duty and Country PAC,,DEM,NA,https://docquery.fec.gov/cgi-bin/fecimg/?C00666388,super PAC,NA
964,Committee to Defend the President,,REP,NA,https://www.stopjoe.com/,hybrid PAC,NA
965,The Spokesman-Review,,NA,NA,https://www.spokesman.com/,local media,NA
966,KHQ-TV,,NA,NA,https://www.khq.com/,local media,NA
967,Walla Walla Union-Bulletin,,NA,NA,https://www.union-bulletin.com/,local media,NA
968,Spokane Public Radio,,NA,NA,https://www.spokanepublicradio.org/,local media,NA
969,Lewiston Tribune,,NA,NA,https://lmtribune.com/,local media,NA
971,Patriot Majority USA,,DEM,NA,https://www.patriotmajority.org/,PAC,NA
972,Florida Politics,,NA,NA,https://floridapolitics.com/,local media,NA
973,314 Action,,DEM,NA,https://314action.org/,hybrid PAC,NA
974,CFG Action Missouri,,REP,NA,http://moclubforgrowth.org/,super PAC,NA
975,WJML-AM,,NA,NA,https://www.facebook.com/WJMLRadio,local media,NA
976,Commonwealth Leaders Fund,,REP,NA,https://www.commonwealthleadersfund.com/,PAC,NA
977,Outstate.us,,REP,NA,http://web.archive.org/web/20181121220854/https://www.outstate.us/,national media,NA
978,The Majority Institute,,DEM,NA,https://majorityinstitute.com/,corporation,NA
979,Spectrum News,,NA,NA,https://spectrumlocalnews.com/splash,media company,NA
983,St. Cloud Times,,NA,NA,https://www.sctimes.com/,local media,NA
1123,CMO Today,,NA,NA,https://www.wsj.com/news/cmo-today,national media,NA
984,Hearst Connecticut Media,,NA,NA,https://www.hearst.com/newspapers/hearst-connecticut-media-group,local media,NA
985,ScottRasmussen.com,,NA,NA,https://scottrasmussen.com/,other,NA
986,National Education Association,,DEM,NA,https://www.nea.org/,union,NA
987,Dominion Post,,NA,NA,https://www.dominionpost.com/,local media,NA
988,CA-BAM! PAC,,DEM,NA,https://www.ca-bam.com/,super PAC,NA
990,Courageous Conservatives PAC,,REP,NA,http://web.archive.org/web/20160315033920/https://www.courageousconservativespac.com/,PAC,NA
991,Grinnell College,,NA,NA,https://www.grinnell.edu/,research institution,NA
992,Poolhouse,,NA,NA,https://poolhouse.co/,consulting company,NA
993,Innovation Ohio,,DEM,NA,https://innovationohio.org/,501(c)(4),NA
996,The Reform Party,,REF,TRUE,https://reformparty.org/,party committee,NA
997,High Ground Action Fund,,DEM,NA,"https://www.causeiq.com/organizations/high-ground-action-fund,812132531/",501(c)(4),NA
998,Michigan Families for Economic Prosperity,,DEM,NA,https://www.mieconomicprosperity.org/,501(c)(4),NA
999,Alaska Correctional Officers Association,,NA,NA,https://www.acoa.us/,union,NA
1000,Better Jobs Stronger Families PAC,,REP,NA,http://web.archive.org/web/20180817220512/https://betterjobspac.com/,super PAC,NA
1001,Dunleavy for Alaska,,REP,NA,http://web.archive.org/web/20180709153032/http://dunleavyforalaska.com/,super PAC,NA
1002,Talk Business & Politics,,NA,NA,https://talkbusiness.net/,local media,NA
1005,35th PAC,,REP,NA,https://twitter.com/35thpac,super PAC,NA
1006,Milwaukee Journal Sentinel,,NA,NA,https://www.jsonline.com/,local media,NA
1007,Utah Debate Comission,,NA,NA,https://utahdebatecommission.org/,501(c)(3),NA
1009,Building Jobs And Opportunity,,NA,NA,https://www.buildingjobsandopportunity.com/,corporation,NA
1010,Cincinnati Enquirer,,NA,NA,https://www.cincinnati.com/,local media,NA
1011,Giffords,,DEM,NA,https://giffords.org/,501(c)(3),NA
1012,Red Metrics Group,,REP,NA,https://redmetricsgroup.com/,consulting company,NA
1015,GoLocalProv,,NA,NA,https://www.golocalprov.com/,local media,NA
1016,Illinois Broadcasters Association,,NA,NA,https://ilba.org/,501(c)(3),NA
1017,Pottawatomie County Democrats,,DEM,TRUE,https://www.facebook.com/PottawatomieCountyDemocrats,party committee,NA
1018,Charlotte Observer,,NA,NA,https://www.charlotteobserver.com/,local media,NA
1021,New Hampshire Freedom Fund,,DEM,TRUE,https://docquery.fec.gov/cgi-bin/fecimg/?C00740274,super PAC,NA
1022,Indiana Chamber of Commerce,,REP,NA,https://www.indianachamber.com/,501(c)(6),NA
1023,North Carolina Citizens for Progress,,DEM,TRUE,NA,PAC,NA
1024,Greater Wisconsin Committee,,DEM,NA,https://www.greaterwisconsin.org/,501(c)(4),NA
1026,MPR News,,NA,NA,https://www.mprnews.org/,local media,NA
1027,U. Virginia Center for Politics,,NA,NA,https://centerforpolitics.org/home/,research institution,NA
1028,Democratic Governors' Association,,DEM,TRUE,https://democraticgovernors.org/,party committee,NA
1029,KSHB,,NA,NA,https://www.kshb.com/,local media,NA
1030,KSPR,,NA,NA,https://www.ky3.com/,local media,NA
1031,KYTV-TV,,NA,NA,https://www.ky3.com/,local media,NA
1032,WDAF-TV,,NA,NA,https://fox4kc.com/,local media,NA
1033,Kansas City Star,,NA,NA,https://www.kansascity.com/,local media,NA
1036,The Ohio Star,,NA,NA,https://theohiostar.com/,local media,NA
1037,KFSN-TV Fresno,,NA,NA,https://abc30.com/,local media,NA
1038,Taking Action Suffolk County,,DEM,NA,https://twitter.com/actionsuffolkco,super PAC,NA
1039,WTVD-TV Raleigh,,NA,NA,https://abc11.com/,local media,NA
1041,KCTV-TV Kansas City,,NA,NA,https://www.kctv5.com/,local media,NA
1042,KMOX 1120 Radio St. Louis,,NA,NA,NA,local media,NA
1043,WCAU-TV Philadelphia,,NA,NA,https://www.nbcphiladelphia.com/,local media,NA
1044,Indianapolis Star,,NA,NA,NA,NA,NA
1048,WHYY 12,,NA,NA,NA,local media,NA
1049,WCPO-TV Cincinnati,,NA,NA,https://www.wcpo.com/,local media,NA
1051,WSBT,,NA,NA,https://wsbt.com/,local media,NA
1052,South Bend Tribune,,NA,NA,NA,NA,NA
1053,Reform Austin,,DEM,NA,https://www.reformaustin.org/,501(c)(4),NA
1054,United States Term Limits,,NA,NA,https://www.termlimits.com/,501(c)(4),NA
1055,Leona Consulting Co.,,REP,NA,https://www.facebook.com/LeonaConsulting/,consulting company,NA
1056,Crawford County Democrats,,DEM,TRUE,https://www.crawfordcountydemocrats.com/,party committee,NA
1057,NBC 4 California,,NA,NA,https://www.nbclosangeles.com/,local media,NA
1058,KFI AM640,,NA,NA,https://kfiam640.iheart.com/,local media,NA
1059,NPR Illinois,,NA,NA,https://www.nprillinois.org/,local media,NA
1060,Farm PAC,,REP,NA,https://www.cfbf.com/farm-pac/,PAC,NA
1061,Elect Liberty PAC,,LIB,NA,http://electliberty.com/,super PAC,NA
1062,Silicon Valley Community Foundation,,NA,NA,https://www.siliconvalleycf.org/,501(c)(3),NA
1063,America First Action PAC,,REP,NA,https://www.a1apac.org/,super PAC,NA
1064,Vermont Democratic Party,,DEM,TRUE,https://www.vtdemocrats.org/,party committee,NA
1066,Gray Television,,NA,NA,https://gray.tv/,local media,NA
1067,Healthier Colorado,,NA,NA,https://healthiercolorado.org/,501(c)(4),NA
1069,Missouri Rising Action,,REP,NA,https://docquery.fec.gov/cgi-bin/fecimg/?C00652875,super PAC,NA
1070,Kansans for Jobs and Opportunity,,REP,NA,http://www.kansasjobspac.com/,PAC,NA
1072,Club For Growth Action,,REP,NA,https://www.clubforgrowth.org/about/club-for-growth-action/,super PAC,NA
1077,Rhode Island Public Radio,,NA,NA,https://thepublicsradio.org/,local media,NA
1079,WFMZ-TV,,NA,NA,https://www.wfmz.com/,local media,NA
1080,Forward Illinois,,DEM,NA,https://forwardillinois.com/home,other political entity,NA
1081,KNXV-TV,,NA,NA,https://www.abc15.com/,local media,NA
1082,Colorado Health Foundation,,NA,NA,https://coloradohealth.org/,501(c)(3),NA
1083,Arizona Capitol Times,,NA,NA,https://azcapitoltimes.com/,local media,NA
1085,Georgia Engaged,,DEM,NA,https://twitter.com/engagedgeorgia,other political entity,NA
1086,Hollywood Reporter,,NA,NA,https://www.hollywoodreporter.com/,national media,NA
1088,Michigan Chamber of Commerce,,REP,NA,https://www.michamber.com/,501(c)(6),NA
1090,The Great Slate,,DEM,NA,https://techsolidarity.org/resources/great_slate.html,501(c)(4),NA
1092,Change Course CT PAC,,DEM,NA,https://dfer.org/ct/dfer-ct-playbook-planning-a-blue-wave/,PAC,NA
1093,Arizona Grassroots Action,,REP,NA,https://docquery.fec.gov/cgi-bin/fecimg/?C00558445,super PAC,NA
1094,Vermont PBS,,NA,NA,https://www.vermontpbs.org/,local media,NA
1095,University of Colorado,,NA,NA,https://www.colorado.edu/,research institution,NA
1096,IndyPolitics.org,,NA,NA,https://indypolitics.org/,local media,NA
1098,Montana Television Network,,NA,NA,https://www.facebook.com/MontanaTelevisionNetwork/,local media,NA
1099,Western States Strategies,,DEM,NA,https://www.westernstatesstrategies.org/,501(c)(4),NA
1100,Syracuse.com,,NA,NA,https://www.syracuse.com/,local media,NA
1101,Fight Back CA PAC,,DEM,NA,https://docquery.fec.gov/cgi-bin/fecimg/?C00641183,super PAC,NA
1102,KAAL-TV,,NA,NA,https://www.kaaltv.com/,local media,NA
1104,KRQE-TV,,NA,NA,https://www.krqe.com/,local media,NA
1106,KUTV 2News,,NA,NA,https://kutv.com/,local media,NA
1107,WBRE-TV,,NA,NA,https://www.pahomepage.com/,local media,NA
1108,WYOU-TV,,NA,NA,https://www.pahomepage.com/,local media,NA
1109,WHEC-TV,,NA,NA,https://www.whec.com/,local media,NA
1110,East Tennessee State University,,NA,NA,https://www.etsu.edu/ehome/,research institution,NA
1111,New Hampshire Democratic Party,,DEM,TRUE,https://www.nhdp.org/,party committee,NA
1112,Reason to Believe PAC,,DEM,NA,https://web.archive.org/web/20180924123029/https://reasontobelievepac.com/,hybrid PAC,NA
1113,Southern Majority,,DEM,NA,https://southernmajority.com/,consulting company,NA
1114,Energy Policy Institute at the University of Chicago,,NA,NA,https://epic.uchicago.edu/,research institution,NA
1115,American Press Institute,,NA,NA,https://www.americanpressinstitute.org/,501(c)(3),NA
1116,UC Santa Barbara,,NA,NA,https://www.ucsb.edu/,research institution,NA
1117,S&P Global,,NA,NA,https://www.spglobal.com/en/,corporation,NA
1118,Central Florida Post,,NA,NA,https://centralfloridapost.com/,local media,NA
1119,Millsaps College,,NA,NA,https://www.millsaps.edu/,research institution,NA
1120,Focus on Rural America,,DEM,NA,https://www.focusonruralamerica.com/,501(c)(4),NA
1121,Law Works Action,,DEM,NA,http://web.archive.org/web/20190701032017/https://lawworksaction.org/,501(c)(3),NA
1122,First Five Years Fund,,NA,NA,https://www.ffyf.org/,501(c)(4),NA
1124,Ripon Society,,REP,NA,https://riponsociety.org/,501(c)(4),NA
1126,Education Reform Now Advocacy,,DEM,NA,https://edreformnow.org/,501(c)(4),NA
1127,American Center for Political Leadership,,NA,NA,https://theacpl.org/,research institution,NA
1129,Business Insider,,NA,NA,https://www.businessinsider.com/,national media,NA
1134,Civilized,,NA,NA,https://livecivilized.com/about-us,national media,NA
1135,Burson Cohn & Wolfe,,NA,NA,https://bcw-global.com/,consulting company,NA
1136,BuzzFeed News,,NA,NA,https://www.buzzfeednews.com/,national media,NA
1137,Center for American Progress,,DEM,NA,https://www.americanprogress.org/,501(c)(3),NA
1142,"Harris, Deville & Associates",,NA,NA,http://hdaissues.com/,consulting company,NA
1143,Let's Preserve The American Dream,,REP,NA,https://www.lptad.com/,501(c)(4),NA
1144,Americans for Fair Skies,,NA,NA,https://fairskies.org/,501(c)(4),NA
1145,J Street,,NA,NA,https://jstreet.org/,501(c)(4),NA
1146,National Security Action,,DEM,NA,https://nationalsecurityaction.org/,501(c)(4),NA
1147,Iowa Starting Line,,NA,NA,https://iowastartingline.com/,local media,NA
1149,North Carolina Republican Party,,REP,TRUE,https://www.nc.gop/,party committee,NA
1150,Bipartisan Policy Center,,NA,NA,https://bipartisanpolicy.org/,501(c)(3),NA
1151,American Heart Association,,NA,NA,https://www.heart.org/,501(c)(3),NA
1152,WNEV-TV,,NA,NA,NA,local media,NA
1153,Commonwealth Foundation,,NA,NA,https://www.commonwealthfoundation.org/,501(c)(3),NA
1155,Crooked Media,,NA,NA,https://crooked.com/,national media,NA
1156,FiveThirtyEight,,NA,NA,https://fivethirtyeight.com/,national media,NA
1157,Data for Progress,,NA,NA,https://www.dataforprogress.org/,consulting company,NA
1158,The 603,,NA,NA,NA,NA,NA
1159,ASCEND,,NA,NA,https://ascendcommitment.com/,other,NA
1160,PerryUndem,,NA,NA,https://perryundem.com/,research institution,NA
1162,Heritage Action,,REP,NA,https://heritageaction.com/,501(c)(4),NA
1163,Progressive Change Institute,,DEM,NA,https://progressivechange.institute/,501(c)(3),NA
1164,Dallas Morning News,,NA,NA,https://www.dallasnews.com/,local media,NA
1165,24/7 Wall St.,,NA,NA,https://247wallst.com/,national media,NA
1166,Progress Now,,DEM,NA,https://progressnow.org/,501(c)(4),NA
1169,Majority Rules PAC,,DEM,NA,https://themajorityrules.org/,super PAC,NA
1170,Conservatives for Clean Energy,,REP,NA,https://www.cleanenergyconservatives.com/,501(c)(3),NA
1171,El Vocero,,NA,NA,https://www.elvocero.com/,local media,NA
1172,WCSC-TV Charleston,,NA,NA,NA,local media,NA
1173,WSPA-TV Greenville,,NA,NA,NA,local media,NA
1174,Press-Register,,NA,NA,https://subscribe.al.com/?siteCode=RG,local media,NA
1175,Democratic Attorneys General Association,,DEM,TRUE,https://dems.ag/,party committee,NA
1176,Inside Elections,,NA,NA,https://insideelections.com/,national media,NA
1177,Coalition for Green Capital,,NA,NA,https://coalitionforgreencapital.com/,501(c)(3),NA
1178,Making Every Vote Count,,NA,NA,https://www.makingeveryvotecount.com/,501(c)(3),NA
1179,Advertising Week,,NA,NA,https://advertisingweek.com/,501(c)(6),NA
1180,FairVote,,NA,NA,https://www.fairvote.org/,501(c)(3),NA
1181,No Labels,,NA,NA,https://www.nolabels.org/,501(c)(4),NA
1182,SMART Local 359,,NA,NA,https://www.smw359.org/,union,NA
1184,Iowa State University,,NA,NA,https://www.iastate.edu/,research institution,NA
1185,Nexstar,,NA,NA,https://www.nexstar.tv/,media company,NA
1186,KQED,,NA,NA,https://www.kqed.org/,local media,NA
1187,Louisiana Association of Health Plans,,NA,NA,http://lahp.net/,lobbying group,NA
1188,Raleigh News & Observer,,NA,NA,https://www.newsobserver.com/,local media,NA
1189,American Council for Capital Formation,,NA,NA,https://accf.org/,501(c)(6),NA
1190,Collective PAC,,DEM,NA,https://collectivepac.org/,PAC,NA
1191,WPMT-TV,,NA,NA,https://www.fox43.com/,local media,NA
1192,RespectAbility,,NA,NA,https://www.respectability.org/,501(c)(3),NA
1194,Gulf South Strategies USA,,REP,NA,http://www.gulfsouthconsulting.com/,consulting company,NA
